,donor,transconjugant
147,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
148,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
149,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
150,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
151,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
152,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
153,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
154,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
155,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
156,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 5, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
157,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
158,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
159,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
160,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 5, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
161,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 5, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
162,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
163,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 5, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
