,donor,recipient
243,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 2, 'T0_plasmid_molecule': 1}"
244,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_protein_molecule': 2, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}"
245,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1}"
246,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1}"
247,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T2_plasmid_molecule': 1}"
248,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}"
249,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_plasmid_molecule': 1}"
250,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T0_protein_molecule': 2, 'T0_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1, 'T1_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}"
251,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}"
252,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}"
253,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 2, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1}"
254,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1}"
255,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}"
256,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1}"
257,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_protein_molecule': 2, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}"
258,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_protein_molecule': 2, 'T1_mod_protein_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1}"
259,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_protein_molecule': 2, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}"
260,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 2, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}"
261,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 3, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_protein_molecule': 2, 'T0_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1}"
262,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 3, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_protein_molecule': 2, 'T0_mod_protein_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1}"
263,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 3, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 2, 'T0_mod_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1}"
264,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 4, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 2, 'T2_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1}"
265,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 4, 'T2_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 3, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}"
266,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 3, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1}"
267,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 2, 'T1_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_mod_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}"
268,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 2, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}"
269,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_mod_protein_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}"
270,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1}"
271,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}"
272,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_protein_molecule': 2, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_protein_molecule': 2, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1, 'T0_mod_protein_molecule': 1}"
273,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T0_mod_protein_molecule': 2, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}"
274,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_mod_protein_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}"
275,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1}"
276,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1, 'T0_mod_protein_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}"
277,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1, 'T0_mod_protein_molecule': 2, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_mod_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1}"
278,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}"
279,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}"
280,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 2, 'T0_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}"
281,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_plasmid_molecule': 1}"
282,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T2_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1}"
283,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}"
284,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T2_protein_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T0_plasmid_molecule': 1, 'T0_mod_protein_molecule': 1, 'T1_plasmid_molecule': 1}"
285,"{PetriNet('donor_0_net'): 1, 'T3_plasmid_molecule': 1, 'T5_plasmid_molecule': 1, 'T6_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_mod_protein_molecule': 1, 'T0_protein_molecule': 2, 'T0_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1}","{PetriNet('recipient_0_net'): 1, 'T3_plasmid_molecule': 1, 'T4_plasmid_molecule': 1, 'T2_plasmid_molecule': 1, 'T1_protein_molecule': 1, 'T1_plasmid_molecule': 1, 'T0_protein_molecule': 1, 'T0_plasmid_molecule': 1}"
